288,307,324,345,328,311,293,275,259,243
288,307,324,345,328,311,330,350,374,396
289,273,257,241,225,209,193,178,166,152
290,273,257,241,225,209,193,178,166,152
291,309,326,347,371,393,415,437,438,460
292,310,327,348,372,394,416,438,460,482
293,275,259,243,227,211,195,180,168,154
294,289,273,257,241,225,209,193,178,166
295,312,331,351,375,397,419,441,463,487
296,278,262,246,230,214,198,182,170,158
296,278,262,246,230,214,198,182,170,156
297,279,263,247,231,215,199,183,170,158
297,279,263,247,231,215,199,183,170,156
298,315,334,353,377,399,421,443,465,489
299,281,265,249,233,217,201,185,171,157
299,281,265,249,233,217,201,185,171,164
299,281,265,249,233,217,201,185,171,184
300,282,266,250,234,218,202,186,172,159
301,318,337,358,380,402,424,446,468,492
302,319,338,359,381,403,425,447,469,495
303,320,340,361,383,405,427,449,471,497
304,285,269,253,237,221,205,189,175,162
305,322,343,364,386,408,430,452,474,502
306,287,271,255,239,223,207,191,176,163
307,324,345,368,390,412,434,456,478,506
307,324,345,328,311,293,275,259,243,227
307,324,345,328,311,330,350,374,396,418
308,290,273,257,241,225,209,193,178,166
309,326,347,371,393,415,437,438,460,482
310,327,348,372,394,416,438,460,482,510
311,293,275,259,243,227,211,195,180,168
311,330,350,374,396,418,440,462,486,513
312,331,351,375,397,419,441,463,487,514
313,296,278,262,246,230,214,198,182,170
314,297,279,263,247,231,215,199,183,170
315,334,353,377,399,421,443,465,489,518
316,299,281,265,249,233,217,201,185,171
317,300,282,266,250,234,218,202,186,172
318,337,358,380,402,424,446,468,492,521
319,338,359,381,403,425,447,469,495,524
320,340,361,383,405,427,449,471,497,527
321,304,285,269,253,237,221,205,189,175
322,343,364,386,408,430,452,474,502,532
323,306,287,271,255,239,223,207,191,176
324,345,368,390,412,434,456,478,506,537
324,345,328,311,293,275,259,243,227,211
324,345,328,311,330,350,374,396,418,440
325,308,290,273,257,241,225,209,193,178
326,347,371,393,415,437,438,460,482,510
327,348,372,394,416,438,460,482,510,541
328,311,293,275,259,243,227,211,195,180
328,311,330,350,374,396,418,440,462,486
329,311,293,275,259,243,227,211,195,180
329,311,330,350,374,396,418,440,462,486
330,350,374,396,418,440,462,486,513,544
332,313,296,278,262,246,230,214,198,182
333,314,297,279,263,247,231,215,199,183
334,353,377,399,421,443,465,489,518,535
335,355,357,336,317,300,282,266,250,234
335,316,299,281,265,249,233,217,201,185
336,317,300,282,266,250,234,218,202,186
337,358,380,402,424,446,468,492,521,551
338,359,381,403,425,447,469,495,524,554
339,320,340,361,383,405,427,449,471,497
340,361,383,405,427,449,471,497,527,557
341,321,304,285,269,253,237,221,205,189
342,321,304,285,269,253,237,221,205,189
343,364,386,408,430,452,474,502,532,563
343,364,386,408,430,452,474,502,532,561
344,367,389,411,433,455,477,505,535,566
344,323,306,287,271,255,239,223,207,191
345,368,390,412,434,456,478,506,537,568
345,328,311,293,275,259,243,227,211,195
345,328,311,330,350,374,396,418,440,462
346,325,308,290,273,257,241,225,209,193
347,371,393,415,437,438,460,482,510,541
348,372,394,416,438,460,482,510,541,572
349,329,311,293,275,259,243,227,211,195
349,329,311,330,350,374,396,418,440,462
350,374,396,418,440,462,486,513,544,528
352,332,313,296,278,262,246,230,214,198
353,377,399,421,443,465,489,518,535,566
354,335,355,357,336,317,300,282,266,250
354,335,316,299,281,265,249,233,217,201
355,357,336,317,300,282,266,250,234,218
356,335,355,357,336,317,300,282,266,250
356,335,316,299,281,265,249,233,217,201
357,336,317,300,282,266,250,234,218,202
358,380,402,424,446,468,492,521,551,583
359,381,403,425,447,469,495,524,554,586
360,339,320,340,361,383,405,427,449,471
361,383,405,427,449,471,497,527,557,589
362,341,321,304,285,269,253,237,221,205
363,342,321,304,285,269,253,237,221,205
364,386,408,430,452,474,502,532,563,594
365,344,367,389,411,433,455,477,505,535
365,344,323,306,287,271,255,239,223,207
366,344,367,389,411,433,455,477,505,535
366,344,323,306,287,271,255,239,223,207
367,389,411,433,455,477,505,535,566,597
368,390,412,434,456,478,506,537,568,599
369,345,368,390,412,434,456,478,506,537
369,345,328,311,293,275,259,243,227,211
369,345,328,311,330,350,374,396,418,440
370,346,325,308,290,273,257,241,225,209
371,393,415,437,438,460,482,510,541,572
372,394,416,438,460,482,510,541,572,603
373,349,329,311,293,275,259,243,227,211
373,349,329,311,330,350,374,396,418,440
374,396,418,440,462,486,513,544,528,498
376,352,332,313,296,278,262,246,230,214
377,399,421,443,465,489,518,535,566,597
378,354,335,355,357,336,317,300,282,266
378,354,335,316,299,281,265,249,233,217
379,356,335,355,357,336,317,300,282,266
379,356,335,316,299,281,265,249,233,217
380,402,424,446,468,492,521,551,583,614
381,403,425,447,469,495,524,554,586,617
382,360,339,320,340,361,383,405,427,449
383,405,427,449,471,497,527,557,589,620
384,362,341,321,304,285,269,253,237,221
385,363,342,321,304,285,269,253,237,221
386,408,430,452,474,502,532,563,594,625
387,365,344,367,389,411,433,455,477,505
387,365,344,323,306,287,271,255,239,223
388,366,344,367,389,411,433,455,477,505
388,366,344,323,306,287,271,255,239,223
389,411,433,455,477,505,535,566,597,628
390,412,434,456,478,506,537,568,599,630
391,369,345,368,390,412,434,456,478,506
391,369,345,328,311,293,275,259,243,227
391,369,345,328,311,330,350,374,396,418
392,370,346,325,308,290,273,257,241,225
393,415,437,438,460,482,510,541,572,603
394,416,438,460,482,510,541,572,603,636
395,373,349,329,311,293,275,259,243,227
395,373,349,329,311,330,350,374,396,418
396,418,440,462,486,513,544,528,498,472
398,376,352,332,313,296,278,262,246,230
399,421,443,465,489,518,535,566,597,628
400,378,354,335,355,357,336,317,300,282
400,378,354,335,316,299,281,265,249,233
401,379,356,335,355,357,336,317,300,282
401,379,356,335,316,299,281,265,249,233
402,424,446,468,492,521,551,583,614,649
403,425,447,469,495,524,554,586,617,646
404,382,360,339,320,340,361,383,405,427
405,427,449,471,497,527,557,589,620,654
406,384,362,341,321,304,285,269,253,237
407,385,363,342,321,304,285,269,253,237
408,430,452,474,502,532,563,594,625,659
409,387,365,344,367,389,411,433,455,477
409,387,365,344,323,306,287,271,255,239
410,388,366,344,367,389,411,433,455,477
410,388,366,344,323,306,287,271,255,239
411,433,455,477,505,535,566,597,628,662
412,434,456,478,506,537,568,599,630,664
413,391,369,345,368,390,412,434,456,478
413,391,369,345,328,311,293,275,259,243
413,391,369,345,328,311,330,350,374,396
414,392,370,346,325,308,290,273,257,241
415,437,438,460,482,510,541,572,603,636
416,438,460,482,510,541,572,603,636,670
417,395,373,349,329,311,293,275,259,243
417,395,373,349,329,311,330,350,374,396
418,440,462,486,513,544,528,498,472,500
418,440,462,486,513,544,528,498,472,499
420,398,376,352,332,313,296,278,262,246
421,443,465,489,518,535,566,597,628,662
422,400,378,354,335,355,357,336,317,300
422,400,378,354,335,316,299,281,265,249
423,401,379,356,335,355,357,336,317,300
423,401,379,356,335,316,299,281,265,249
424,446,468,492,521,551,583,614,649,682
425,447,469,495,524,554,586,617,646,611
426,404,382,360,339,320,340,361,383,405
427,449,471,497,527,557,589,620,654,687
428,406,384,362,341,321,304,285,269,253
429,407,385,363,342,321,304,285,269,253
430,452,474,502,532,563,594,625,659,692
431,409,387,365,344,367,389,411,433,455
431,409,387,365,344,323,306,287,271,255
432,410,388,366,344,367,389,411,433,455
432,410,388,366,344,323,306,287,271,255
433,455,477,505,535,566,597,628,662,695
434,456,478,506,537,568,599,630,664,697
435,413,391,369,345,368,390,412,434,456
435,413,391,369,345,328,311,293,275,259
435,413,391,369,345,328,311,330,350,374
436,414,392,370,346,325,308,290,273,257
437,438,460,482,510,541,572,603,636,670
439,417,395,373,349,329,311,293,275,259
439,417,395,373,349,329,311,330,350,374
440,462,486,513,544,528,498,472,500,530
442,420,398,376,352,332,313,296,278,262
443,465,489,518,535,566,597,628,662,695
444,422,400,378,354,335,355,357,336,317
444,422,400,378,354,335,316,299,281,265
445,423,401,379,356,335,355,357,336,317
445,423,401,379,356,335,316,299,281,265
446,468,492,521,551,583,614,649,682,713
447,469,495,524,554,586,617,646,611,580
448,426,404,382,360,339,320,340,361,383
449,471,497,527,557,589,620,654,687,720
450,472,500,530,559,591,622,656,689,722
450,428,406,384,362,341,321,304,285,269
451,429,407,385,363,342,321,304,285,269
452,474,502,532,563,594,625,659,692,725
453,431,409,387,365,344,367,389,411,433
453,431,409,387,365,344,323,306,287,271
454,432,410,388,366,344,367,389,411,433
454,432,410,388,366,344,323,306,287,271
455,477,505,535,566,597,628,662,695,728
456,478,506,537,568,599,630,664,697,730
457,435,413,391,369,345,368,390,412,434
457,435,413,391,369,345,328,311,293,275
457,435,413,391,369,345,328,311,330,350
458,436,414,392,370,346,325,308,290,273
459,481,509,540,571,602,635,669,702,734
461,439,417,395,373,349,329,311,293,275
461,439,417,395,373,349,329,311,330,350
462,486,513,544,528,498,472,500,530,559
464,442,420,398,376,352,332,313,296,278
465,489,518,535,566,597,628,662,695,728
466,444,422,400,378,354,335,355,357,336
466,444,422,400,378,354,335,316,299,281
467,445,423,401,379,356,335,355,357,336
467,445,423,401,379,356,335,316,299,281
468,492,521,551,583,614,649,682,713,745
469,495,524,554,586,617,646,611,580,550
470,448,426,404,382,360,339,320,340,361
471,497,527,557,589,620,654,687,720,752
472,500,530,559,591,622,656,689,722,754
473,451,429,407,385,363,342,321,304,285
474,502,532,563,594,625,659,692,725,757
475,453,431,409,387,365,344,367,389,411
475,453,431,409,387,365,344,323,306,287
476,454,432,410,388,366,344,367,389,411
476,454,432,410,388,366,344,323,306,287
477,505,535,566,597,628,662,695,728,760
478,506,537,568,599,630,664,697,730,762
479,457,435,413,391,369,345,368,390,412
479,457,435,413,391,369,345,328,311,293
479,457,435,413,391,369,345,328,311,329
479,457,435,413,391,369,345,328,311,330
480,458,436,414,392,370,346,325,308,290
481,509,540,571,602,635,669,702,734,765
483,461,439,417,395,373,349,329,311,293
483,461,439,417,395,373,349,329,311,330
484,506,537,568,599,630,664,697,730,762
485,461,439,417,395,373,349,329,311,293
485,461,439,417,395,373,349,329,311,330
486,513,544,528,498,472,500,530,559,591
488,464,442,420,398,376,352,332,313,296
489,518,535,566,597,628,662,695,728,760
490,466,444,422,400,378,354,335,355,357
490,466,444,422,400,378,354,335,316,299
491,467,445,423,401,379,356,335,355,357
491,467,445,423,401,379,356,335,316,299
492,521,551,583,614,649,682,713,745,776
493,522,552,584,615,650,683,716,748,779
494,468,492,521,551,583,614,649,682,713
495,524,554,586,617,646,611,580,550,520
495,524,554,586,617,646,611,580,550,581
495,524,554,586,617,646,611,580,550,582
496,470,448,426,404,382,360,339,320,340
497,527,557,589,620,654,687,720,752,783
498,472,500,530,559,591,622,656,689,722
499,472,500,530,559,591,622,656,689,722
500,530,559,591,622,656,689,722,754,787
501,473,451,429,407,385,363,342,321,304
502,532,563,594,625,659,692,725,757,790
503,475,453,431,409,387,365,344,367,389
503,475,453,431,409,387,365,344,323,306
504,476,454,432,410,388,366,344,367,389
504,476,454,432,410,388,366,344,323,306
505,535,566,597,628,662,695,728,760,793
506,537,568,599,630,664,697,730,762,797
506,537,568,599,630,664,697,730,762,795
506,537,568,599,630,664,697,730,762,796
507,479,457,435,413,391,369,345,368,390
507,479,457,435,413,391,369,345,328,311
508,480,458,436,414,392,370,346,325,308
509,540,571,602,635,669,702,734,765,800
511,483,461,439,417,395,373,349,329,311
512,485,461,439,417,395,373,349,329,311
513,544,528,498,472,500,530,559,591,622
515,546,576,607,640,674,707,739,770,806
517,488,464,442,420,398,376,352,332,313
518,535,566,597,628,662,695,728,760,793
519,490,466,444,422,400,378,354,335,355
519,490,466,444,422,400,378,354,335,316
519,490,466,444,422,400,378,354,335,356
520,491,467,445,423,401,379,356,335,355
520,491,467,445,423,401,379,356,335,316
521,551,583,614,649,682,713,745,776,814
522,552,584,615,650,683,716,748,779,782
523,494,468,492,521,551,583,614,649,682
524,554,586,617,646,611,580,550,520,491
524,554,586,617,646,611,580,550,582,613
525,496,470,448,426,404,382,360,339,320
526,496,470,448,426,404,382,360,339,320
527,557,589,620,654,687,720,752,783,823
528,498,472,500,530,559,591,622,656,689
529,499,472,500,530,559,591,622,656,689
530,559,591,622,656,689,722,754,787,827
531,501,473,451,429,407,385,363,342,321
532,563,594,625,659,692,725,757,790,831
533,503,475,453,431,409,387,365,344,367
533,503,475,453,431,409,387,365,344,366
533,503,475,453,431,409,387,365,344,323
534,504,476,454,432,410,388,366,344,367
534,504,476,454,432,410,388,366,344,323
535,566,597,628,662,695,728,760,793,833
536,567,598,629,663,696,729,761,794,834
537,568,599,630,664,697,730,762,795,768
537,568,599,630,664,697,730,762,796,835
538,507,479,457,435,413,391,369,345,368
538,507,479,457,435,413,391,369,345,328
539,508,480,458,436,414,392,370,346,325
540,571,602,635,669,702,734,765,800,839
542,511,483,461,439,417,395,373,349,329
